the,le,IL,Die,el,zhè
of,de,Di,von,de,zhī
to,à,A,Zu,a,zì
and,et,E,Und,y,hé
a,un,UN,A,a,yígè
in,dans,In,In,en,zài
is,est,È,Ist,es,shì
it,il,Esso,Es,él,tā
you,toi,Voi,Du,tú,nǐ
that,que,Quello,Das,eso,nà
he,il,Lui,Er,él,tā
was,était,era,War,era,shì
for,pour,per,für,para,wéi
on,sur,SU,An,en,shàng
are,sont,Sono,Sind,son,shì
with,avec,con,mit,con,gēn
as,comme,COME,als,como,rú
I,je,IO,ICH,I,wǒ
his,son,il suo,sein,su,tā
they,ils,Essi,Sie,ellos,tāmen
be,être,Essere,Sei,ser,shì
at,à,A,bei,en,zài
one,un,uno,eins,uno,yì
have,avoir,Avere,haben,tener,yǒu
this,ce,Questo,Das,este,zhè
from,depuis,da,aus,de,cóng
or,ou,O,oder,o,huò
had,avait,avevo,hatte,tenía,yǒu
by,par,di,von,por,yóu
not,pas,non,nicht,no,bù
word,mot,parola,Wort,palabra,cí
but,mais,Ma,Aber,pero,dàn
what,quoi,Che cosa,Was,qué,shénme
some,quelques,Alcuni,manche,alguno,yìxiē
we,nous,Noi,Wir,nosotros,wǒmen
can,peut,Potere,dürfen,poder,néng
out,dehors,fuori,aus,afuera,wài
other,autre,altro,andere,otro,qítā
were,étaient,erano,war,eran,shì
all,tous,Tutto,alle,todo,dōu
there,là,Là,Dort,allá,nàlǐ
when,quand,Quando,Wann,cuando,shénmeshíhòu
up,en haut,su,hoch,arriba,xiàngshàng
use,utiliser,utilizzo,verwenden,usar,yòng
your,ton,tuo,dein,su,nǐ
how,comment,Come,Wie,cómo,rúhé
said,dit,disse,sagte,dicho,shuō
an,un,UN,ein,un,yì
each,chaque,ogni,jede,cada,měi
she,elle,Lei,sie,ella,tā
which,lequel,Quale,welche,cual,nǎ
do,faire,Fare,Tun,hacer,zuò
their,leur,loro,ihre,su,tāmen
time,temps,tempo,Zeit,tiempo,shíjiān
if,si,Se,Wenn,si,rúguǒ
will,volonté,Volere,Wille,voluntad,jiāng
way,chemin,modo,Weg,forma,dàolù
about,à propos,Di,um,acerca de,dàyuē
many,beaucoup,molti,viele,muchos,duō
then,alors,Poi,Dann,entonces,ránhòu
them,eux,loro,ihnen,a ellos,tāmen
write,écrire,scrivere,schreiben,escribir,xiě
would,serait,volevo,würde,haría,yuànyì
like,comme,Piace,wie,como,xǐhuan
so,donc,COSÌ,Also,entonces,suǒyǐ
these,ces,questi,diese,estos,zhèxiē
her,son,suo,ihr,su,tā
long,long,lungo,lang,largo,cháng
make,faire,Fare,machen,hacer,zuò
thing,chose,cosa,Ding,cosa,dōngxī
see,voir,Vedere,sehen,ver,kàn
him,lui,lui,ihn,a él,tā
two,deux,due,zwei,dos,èr
has,a,ha,hat,tiene,yǒu
look,regarder,Aspetto,sehen,mirar,kàn
more,plus,Di più,mehr,más,gèngduō
day,jour,giorno,Tag,día,rì
could,pourrait,Potevo,könnte,podría,néng
go,aller,andare,gehen,ir,qù
come,viens,Venire,kommen,venir,lái
did,a fait,fatto,tat,hizo,zuòdào le
number,nombre,numero,Nummer,número,shù
sound,son,suono,Klang,sonido,shēngyīn
no,Non,NO,NEIN,No,bù
most,la plupart,maggior parte,am meisten,mayoría,zuì
people,personnes,persone,Menschen,gente,rén
my,mon,Mio,Mein,mi,wǒ
over,sur,Sopra,über,encima,duō
know,savoir,Sapere,wissen,saber,zhīdào
water,eau,acqua,Wasser,agua,shuǐ
than,que,di,als,que,bǐ
call,appel,chiamata,Anruf,llamar,jiào
first,d'abord,Primo,Erste,primero,dìyī
who,OMS,Chi,WHO,OMS,shuí
may,peut,Maggio,Mai,puede,wǔyuè
down,vers le bas,giù,runter,abajo,xià
side,côté,lato,Seite,lado,biān
been,a été,stato,gewesen,estado,yìzhí
now,maintenant,Ora,Jetzt,ahora,xiànzài
find,trouver,Trovare,finden,encontrar,zhǎodào
any,n'importe lequel,Qualunque,beliebig,cualquier,rènhé
new,nouveau,nuovo,neu,nuevo,xīnzēng gōngnéng
work,travail,lavoro,arbeiten,trabajar,gōngzuò
part,partie,parte,Teil,parte,bùfen
take,prendre,Prendere,nehmen,llevar,ná
get,obtenir,Ottenere,erhalten,conseguir,huòqǔ
place,lieu,posto,Ort,lugar,dìfāng
made,fait,fatto,gemacht,hecho,䍬
live,en direct,vivere,live,vivir,zhù
where,où,Dove,Wo,dónde,nǎlǐ
after,après,Dopo,nach,después,hòu
back,dos,Indietro,zurück,atrás,fǎnhuí
little,petit,poco,wenig,pequeño,xiǎo
only,seulement,soltanto,nur,solo,zhǐ
round,rond,girare,runden,redondo,yuán
man,homme,Uomo,Mann,hombre,nánrén
year,année,anno,Jahr,año,nián
came,est venu,venni,kam,vino,lái
show,montrer,spettacolo,zeigen,espectáculo,xiǎnshì
every,chaque,ogni,jeden,cada,měi
good,bien,Bene,Gut,bien,hǎo
me,moi,Me,Mich,a mí,wǒ
give,donner,Dare,geben,dar,gěi
our,notre,Nostro,unser,nuestro,wǒmen
under,sous,Sotto,unter,bajo,xià
name,nom,nome,Name,nombre,míngzì
very,très,molto,sehr,muy,fēicháng
through,à travers,Attraverso,durch,a través de,tōngguò
just,juste,Appena,Nur,justo,zhǐ
form,formulaire,modulo,bilden,forma,xíngshì
sentence,phrase,frase,Satz,oración,jù
great,super,Grande,Großartig,excelente,wěidà
think,pense,pensare,denken,pensar,xiǎng
say,dire,Dire,sagen,decir,shuō
help,aide,aiuto,helfen,ayuda,bāngzhù
low,faible,Basso,niedrig,bajo,dī
line,doubler,linea,Linie,línea,xiàn
differ,différer,differire,abweichen,diferir de,bùtóng
turn,tourner,giro,drehen,doblar,zhuǎn
cause,cause,causa,Ursache,causa,yuányīn
much,beaucoup,tanto,viel,mucho,duō
mean,signifier,Significare,bedeuten,significar,yìwèi zhe
before,avant,Prima,Vor,antes,yǐqián
move,se déplacer,mossa,bewegen,mover,yídòng
right,droite,Giusto,Rechts,bien,yòu
boy,garçon,ragazzo,Junge,chico,nánhái
old,vieux,vecchio,alt,viejo,lǎo
too,aussi,pure,zu,también,tài
same,même,Stesso,Dasselbe,mismo,xiāngtóng
tell,dire,raccontare,erzählen,decir,gàosù
does,fait,fa,tut,hace,quèshí rúcǐ
set,ensemble,impostato,Satz,colocar,shèzhì
three,trois,tre,drei,tres,sān
want,vouloir,Volere,wollen,desear,yào
air,air,aria,Luft,aire,kōngqì
well,Bien,BENE,Also,Bueno,jǐng
also,aussi,Anche,Auch,también,yě
play,jouer,giocare,spielen,jugar,wán
small,petit,piccolo,klein,pequeño,xiǎo
end,fin,FINE,Ende,fin,jiéshù
put,mettre,Mettere,setzen,poner,fàng
home,maison,casa,heim,hogar,jiā
read,lire,Leggere,lesen,leer,dú
hand,main,mano,Hand,mano,shǒu
port,port,porta,Hafen,puerto,gǎngkǒu
large,grand,grande,groß,grande,dà
spell,épeler,sillabare,Fluch,deletrear,pīnxiě
add,ajouter,aggiungere,hinzufügen,agregar,jiā
even,même,Anche,sogar,incluso,shènzhì
land,atterrir,terra,Land,tierra,tǔdì
here,ici,Qui,Hier,aquí,zhèlǐ
must,doit,dovere,muss,debe,bìxū
big,grand,grande,groß,grande,dà
high,haut,alto,hoch,alto,gāo
such,tel,come,solch,semejante,zhèyàng
follow,suivre,seguire,folgen,seguir,gēnsuí
act,acte,atto,Akt,acto,zuò
why,pourquoi,Perché,Warum,por qué,wèishénme
ask,demander,chiedere,fragen,preguntar,wèn
men,Hommes,uomini,Männer,hombres,nánrén
change,changement,modifica,ändern,cambiar,gǎibiàn
went,est allé,andato,ging,fue,qù
light,lumière,leggero,Licht,luz,guāng
kind,gentil,Tipo,Art,amable,lèi
off,désactivé,spento,aus,apagado,guānbì
need,besoin,Bisogno,brauchen,necesidad,xūyào
house,maison,casa,Haus,casa,fángzi
picture,image,immagine,Bild,imagen,túpiàn
try,essayer,Tentativo,versuchen,intentar,chángshì
us,nous,noi,uns,a nosotros,wǒmen
again,encore,Ancora,wieder,de nuevo,zài
animal,animal,animale,Tier,animal,dòngwù
point,indiquer,punto,Punkt,punto,diǎn
mother,mère,madre,Mutter,madre,māmā
world,monde,mondo,Welt,mundo,shìjiè
near,près,vicino,nahe,cerca,jìn
build,construire,costruire,bauen,construir,jiàn
self,soi,se stesso,selbst,ser,zìwǒ
earth,Terre,terra,Erde,tierra,dìqiú
father,père,padre,Vater,padre,bàba
head,tête,Testa,Kopf,cabeza,tóu
stand,rester,in piedi,Stand,pararse,zhàn
own,propre,Proprio,eigen,propio,yǒu
page,page,pagina,Seite,página,yè
should,devrait,Dovrebbe,sollen,debería,yīnggāi
country,pays,Paese,Land,país,guójiā
found,trouvé,trovato,gefunden,encontró,fāxiàn
answer,répondre,risposta,Antwort,respuesta,dá
school,école,scuola,Schule,escuela,xuéxiào
grow,grandir,crescere,wachsen,crecer,chéngzhǎng
study,étude,studio,Studie,estudiar,yánjiū
still,toujours,Ancora,Trotzdem,aún,hái
learn,apprendre,Imparare,lernen,aprender,xuéxí
plant,usine,pianta,Anlage,planta,zhíwù
cover,couverture,copertina,Abdeckung,cubrir,gài
food,nourriture,cibo,Essen,alimento,shíwù
sun,soleil,sole,Sonne,sol,tàiyáng
four,quatre,quattro,vier,cuatro,sì
between,entre,fra,zwischen,entre,zhījiān
state,État,stato,Zustand,estado,zhōu
keep,garder,Mantenere,halten,mantener,bǎochí
eye,œil,occhio,Auge,ojo,yǎnjīng
never,jamais,Mai,niemals,nunca,cóngbù
last,dernier,scorso,zuletzt,último,zuìhòu
let,laisser,permettere,lassen,dejar,ràng
thought,pensée,Pensiero,Gedanke,pensamiento,sīxiǎng
city,ville,città,Stadt,ciudad,chéngshì
tree,arbre,albero,Baum,árbol,shù
cross,croix,attraverso,kreuzen,cruz,dù
farm,ferme,azienda agricola,Bauernhof,granja,nóngchǎng
hard,dur,difficile,hart,duro,yìng
start,commencer,inizio,Start,comenzar,kāishǐ
might,pourrait,Potrebbe,könnte,podría,kěnéng
story,histoire,storia,Geschichte,historia,gùshi
saw,scie,sega,gesehen,sierra,jù
far,loin,lontano,weit,lejos,yuǎn
sea,mer,mare,Meer,mar,hǎi
draw,dessiner,disegno,ziehen,dibujar,huà
left,gauche,Sinistra,links,izquierda,zuǒ
late,en retard,tardi,spät,tarde,wǎn
run,courir,correre,laufen,correr,pǎo
don't,ne le faites pas,non,nicht,no,búyào
while,alors que,Mentre,während,mientras,ér
press,presse,premere,Drücken Sie,prensa,yā
close,fermer,vicino,schließen,cerca,guānbì
night,nuit,notte,Nacht,noche,wǎnshang
real,réel,vero,real,real,zhēnzhèng
life,vie,vita,Leben,vida,shēngmìng
few,peu,pochi,wenige,pocos,shào
north,nord,nord,Norden,norte,běi
open,ouvrir,aprire,offen,abierto,dǎkāi
seem,sembler,sembrare,erscheinen,parecer,sìhū
together,ensemble,insieme,zusammen,juntos,yìqǐ
next,suivant,Prossimo,nächste,próximo,xiàyígè
white,blanc,bianco,Weiß,blanco,bái
children,enfants,bambini,Kinder,niños,háizi
begin,commencer,inizio,beginnen,comenzar,kāishǐ
got,a obtenu,avuto,bekommen,consiguió,yǒu
walk,marcher,camminare,gehen,caminar,zǒu
example,exemple,esempio,Beispiel,ejemplo,lì
ease,facilité,sollievo,Leichtigkeit,facilidad,huǎnjiě
paper,papier,carta,Papier,papel,zhǐ
group,groupe,gruppo,Gruppe,grupo,qún
always,toujours,Sempre,stets,siempre,zǒngshì
music,musique,musica,Musik,música,yīnyuè
those,ceux,quelli,diese,aquellos,nàxiē
both,les deux,Entrambi,beide,ambos,shuāng
mark,marque,segno,markieren,marca,mǎkè
often,souvent,Spesso,oft,a menudo,jīngcháng
letter,lettre,lettera,Brief,carta,xìn
until,jusqu'à,Fino a,bis,hasta,zhídào
mile,mile,miglio,Meile,milla,yīnglǐ
river,rivière,fiume,Fluss,río,hé
car,voiture,auto,Auto,auto,qìchē
feet,pieds,piedi,Füße,pies,jiǎo
care,se soucier,cura,Pflege,cuidado,guānxīn
second,deuxième,secondo,zweite,segundo,dìèr
book,livre,libro,Buch,libro,shū
carry,porter,trasportare,tragen,llevar,tái
took,a pris,preso,nahm,tomó,cǎiqǔ le
science,science,scienza,Wissenschaft,ciencia,kēxué
eat,manger,mangiare,essen,comer,chī
room,chambre,camera,Zimmer,habitación,fángjiān
friend,ami,amico,Freund,amigo,péngyou
began,a commencé,iniziò,begann,comenzó,kāishǐ
idea,idée,idea,Idee,idea,xiǎngfǎ
fish,poisson,pescare,Fisch,pez,yú
mountain,montagne,montagna,Berg,montaña,shān
stop,arrêt,fermare,stoppen,detener,tíng
once,une fois,una volta,einmal,una vez,yícì
base,base,base,Base,base,jīchǔ
hear,entendre,ascoltare,hören,escuchar,tīngjiàn
horse,cheval,cavallo,Pferd,caballo,mǎ
cut,couper,taglio,schneiden,cortar,qiē
sure,bien sûr,Sicuro,Sicher,seguro,quèdìng
watch,montre,orologio,betrachten,mirar,kàn
color,couleur,colore,Farbe,color,yánsè
face,affronter,viso,Gesicht,rostro,liǎn
wood,bois,legna,Holz,madera,mù
main,principal,principale,hauptsächlich,principal,zhǔyào
enough,assez,Abbastanza,genug,suficiente,zúgòu
plain,plaine,pianura,schmucklos,plano,píngyuán
girl,fille,ragazza,Mädchen,chica,nǚhái
usual,habituel,solito,üblich,habitual,tōngcháng
young,jeune,giovane,jung,joven,niánqīng
ready,prêt,pronto,bereit,listo,zhǔnbèi
above,au-dessus de,Sopra,über,arriba,yǐshàng
ever,jamais,mai,immer,alguna vez,céng
red,rouge,rosso,Rot,rojo,hóng
list,liste,elenco,Liste,lista,lièbiǎo
though,cependant,Anche se,obwohl,aunque,suīrán
feel,sentir,Tatto,fühlen,sentir,gǎnjué
talk,parler,parlare,sprechen,hablar,shuōhuà
bird,oiseau,uccello,Vogel,pájaro,niǎo
soon,bientôt,Presto,bald,pronto,hěnkuài
body,corps,corpo,Körper,cuerpo,shēntǐ
dog,chien,cane,Hund,perro,gǒu
family,famille,famiglia,Familie,familia,jiātíng
direct,direct,diretto,Direkte,directo,zhíjiē
pose,pose,posa,Pose,pose,zīshì
leave,partir,Partire,verlassen,dejar,líkāi
song,chanson,canzone,Lied,canción,gē
measure,mesure,misurare,messen,medida,liàng
door,porte,porta,Tür,puerta,mén
product,produit,Prodotto,Produkt,producto,chǎnpǐn
black,noir,nero,Schwarz,negro,hēi
short,court,corto,kurz,corto,duǎn
numeral,numéral,numero,Ziffer,número,shùzì
class,classe,classe,Klasse,clase,lèi
wind,vent,vento,Wind,viento,fēng
question,question,domanda,Frage,pregunta,wèntí
happen,arriver,accadere,passieren,suceder,fāshēng
complete,complet,completare,vollständig,completo,wánchéng
ship,bateau,nave,Schiff,barco,chuán
area,zone,la zona,Bereich,área,miànjī
half,moitié,metà,Hälfte,medio,bàn
rock,rocher,roccia,Felsen,roca,yánshí
order,commande,ordine,Befehl,orden,cìxù
fire,feu,fuoco,Feuer,fuego,huǒzāi
south,sud,Sud,Süd,sur,nán
problem,problème,problema,Problem,problema,wèntí
piece,morceau,pezzo,Stück,pedazo,kuài
told,dit,detto,erzählt,dijo,gàosù
knew,savait,sapevo,wusste,sabía,zhīdào
pass,passer,passaggio,passieren,aprobar,tōngguò
since,depuis,Da,seit,desde,yīnwéi
top,haut,superiore,Spitze,arriba,fǎnhuí yè shǒu
whole,entier,Totale,ganz,entero,zhěnggè
king,roi,re,König,rey,wáng
space,espace,spazio,Raum,espacio,kōngjiān
heard,entendu,sentito,gehört,escuchó,tīngdào
best,meilleur,migliore,am besten,mejor,zuìhǎo
hour,heure,ora,Stunde,hora,xiǎoshí
better,mieux,Meglio,besser,mejor,gènghǎo
TRUE,VRAI,VERO,WAHR,VERDADERO,zhēn
during,pendant,durante,während,durante,zài
hundred,cent,centinaio,hundert,centenar,bǎi
five,cinq,cinque,fünf,cinco,wǔ
remember,souviens-toi,Ricordare,erinnern,recordar,jìde
step,étape,fare un passo,Schritt,paso,bù
early,tôt,Presto,früh,temprano,zǎo
hold,prise,Presa,halten,sostener,ná
west,Ouest,ovest,Westen,Oeste,xī
ground,sol,terra,Boden,suelo,de
interest,intérêt,interesse,Interesse,interés,lìxī
reach,atteindre,portata,erreichen,alcanzar,dádào
fast,rapide,veloce,schnell,rápido,kuài
verb,verbe,verbo,Verb,verbo,dòngcí
sing,chanter,cantare,singen,cantar,chàng
listen,écouter,Ascoltare,Hören,escuchar,tīng
six,six,sei,sechs,seis,liù
table,tableau,tavolo,Tisch,mesa,zhuōzi
travel,voyage,viaggio,reisen,viajar,lǚxíng
less,moins,meno,weniger,menos,shào
morning,matin,Mattina,Morgen,mañana,shàngwǔ
ten,dix,dieci,zehn,diez,shí
simple,simple,semplice,einfach,simple,jiǎndān
several,plusieurs,parecchi,mehrere,varios,jǐgè
vowel,voyelle,vocale,Vokal,vocal,yuányīn
toward,vers,verso,zu,hacia,cháo
war,guerre,guerra,Krieg,guerra,zhànzhēng
lay,poser,posizione,legen,poner,tǎng
against,contre,contro,gegen,contra,duì
pattern,modèle,modello,Muster,patrón,móshì
slow,lent,lento,langsam,lento,màn
center,centre,centro,Center,centro,zhōngxīn
love,amour,Amore,Liebe,amar,ài
person,personne,persona,Person,persona,rén
money,argent,soldi,Geld,dinero,qián
serve,servir,servire,Aufschlag,atender,fúwù
appear,apparaître,apparire,erscheinen,aparecer,chūxiàn
road,route,strada,Straße,camino,lù
map,carte,carta geografica,Karte,mapa,dìtú
rain,pluie,piovere,Regen,lluvia,yǔ
rule,règle,regola,Regel,regla,tǒngzhì
govern,gouverne,governare,regieren,gobernar,zhìlǐ
pull,tirer,tiro,ziehen,jalar,lā
cold,froid,Freddo,kalt,frío,lěng
notice,avis,avviso,beachten,aviso,tōngzhī
voice,voix,voce,Stimme,voz,shēngyīn
unit,unité,unità,Einheit,unidad,dānwèi
power,pouvoir,energia,Leistung,fuerza,quánlì
town,ville,città,Stadt,ciudad,zhèn
fine,bien,Bene,Bußgeld,bien,hǎo
certain,certain,certo,bestimmt,cierto,yídìng
fly,voler,volare,Fliege,volar,fēi
fall,automne,autunno,fallen,caer,qiūtiān
lead,plomb,Guida,führen,dirigir,qiān
cry,pleurer,gridare,weinen,llorar,kū
dark,sombre,buio,dunkel,oscuro,hēiàn
machine,machine,macchina,Maschine,máquina,jīqì
note,note,Nota,Notiz,nota,zhùyì
wait,attendez,Aspettare,Warten,esperar,děng
plan,plan,piano,planen,plan,jìhuà
figure,chiffre,figura,Figur,cifra,shùzì
toward,étoile,stella,Stern,estrella,cháo
war,boîte,scatola,Kasten,caja,zhànzhēng
lay,nom,sostantivo,Substantiv,sustantivo,tǎng
against,champ,campo,Feld,campo,duì
pattern,repos,riposo,ausruhen,descansar,móshì
slow,correct,corretto,richtig,correcto,màn
center,capable,capace,fähig,capaz,zhōngxīn
love,livre,libbra,Pfund,libra,ài
person,fait,Fatto,Erledigt,hecho,rén
money,beauté,bellezza,Schönheit,belleza,qián
serve,conduire,guidare,fahren,conducir,fúwù
appear,se trouvait,stava in piedi,stand,permaneció,chūxiàn
road,contenir,contenere,enthalten,contener,lù
map,devant,davanti,Vorderseite,frente,dìtú
rain,enseigner,insegnare,unterrichten,enseñar,yǔ
rule,semaine,settimana,Woche,semana,tǒngzhì
govern,final,finale,Finale,final,zhìlǐ
pull,a donné,ha dato,gab,dio,lā
cold,vert,verde,Grün,verde,lěng
notice,Oh,OH,Oh,Vaya,tōngzhī
voice,rapide,presto,schnell,rápido,shēngyīn
unit,développer,sviluppare,entwickeln,desarrollar,dānwèi
power,océan,oceano,Ozean,océano,quánlì
town,chaud,Caldo,warm,cálido,zhèn
fine,gratuit,gratuito,frei,gratis,hǎo
certain,minute,minuto,Minute,minuto,yídìng
fly,fort,forte,stark,fuerte,fēi
fall,spécial,speciale,besonders,especial,qiūtiān
lead,esprit,mente,Geist,mente,qiān
behind,derrière,dietro,hinter,detrás,hòu
clear,clair,chiaro,klar,claro,qīngchǔ
tail,queue,coda,Schwanz,cola,wěiba
produce,produire,produrre,produzieren,producir,shēngchǎn
fact,fait,fatto,Tatsache,hecho,shìshí
street,rue,strada,Straße,calle,jiē
inch,pouce,pollice,Zoll,pulgada,yīngcùn
multiply,multiplier,moltiplicare,multiplizieren,multiplicar,chéng
nothing,rien,Niente,Nichts,nada,wú
course,cours,corso,Kurs,curso,kèchéng
stay,rester,rimanere,bleiben,permanecer,liú
wheel,roue,ruota,Rad,rueda,lúnzi
full,complet,pieno,voll,lleno,mǎn
force,forcer,forza,Gewalt,fuerza,lì
blue,bleu,blu,Blau,azul,lán
object,objet,oggetto,Objekt,objeto,duìxiàng
decide,décider,decidere,entscheiden,decidir,juédìng
surface,surface,superficie,Oberfläche,superficie,biǎomiàn
deep,profond,profondo,tief,profundo,shēn
moon,lune,luna,Mond,luna,yuèliàng
island,île,isola,Insel,isla,dǎo
foot,pied,piede,Fuß,pie,jiǎo
system,système,sistema,System,sistema,xìtǒng
busy,occupé,Occupato,beschäftigt,ocupado,máng
test,test,test,prüfen,prueba,cèshì
record,enregistrer,documentazione,aufzeichnen,registro,jìlù
boat,bateau,barca,Boot,bote,chuán
common,commun,comune,gemeinsam,común,chángjiàn
gold,or,oro,Gold,oro,jīn
possible,possible,possibile,möglich,posible,kěnéng
plane,avion,aereo,Flugzeug,avión,fēijī
stead,place,invece,Statt,lugar,dàitì
dry,sec,Asciutto,trocken,seco,gàn
wonder,merveille,Meraviglia,Wunder,preguntarse,qíjì
laugh,rire,ridere,lachen,reír,xiào
thousand,mille,mille,tausend,mil,qiān
ago,il y a,fa,vor,atrás,qián
ran,couru,corso,rannte,corrió,pǎo
check,vérifier,controllo,überprüfen,controlar,jiǎnchá
game,jeu,gioco,Spiel,juego,yóuxì
shape,forme,forma,Form,forma,xíngzhuàng
equate,assimiler,equiparare,gleichsetzen,equiparar,děngtóng
hot,chaud,caldo,heiß,caliente,rè
miss,manquer,mancare,vermissen,extrañar,sīniàn
brought,apporté,portato,gebracht,trajo,dài
heat,chaleur,Calore,Hitze,calor,rè
snow,neige,nevicare,Schnee,nieve,xuě
tire,pneu,pneumatico,Reifen,neumático,lèi
bring,apporter,Portare,bringen,traer,dài
yes,Oui,SÌ,Ja,Sí,shìde
distant,loin,distante,entfernt,distante,yuǎn
fill,remplir,riempire,füllen,llenar,tiánbǔ
east,est,est,Ost,este,dōng
paint,peinture,colore,malen,pintar,qī
language,langue,lingua,Sprache,idioma,yǔyán
among,parmi,tra,unter,entre,zhōng
grand,grandiose,mille dollari,großartig,grandioso,dà
ball,balle,palla,Ball,pelota,qiú
yet,encore,Ancora,noch,todavía,hái
wave,vague,onda,Welle,ola,làng
drop,baisse,gocciolare,fallen,gota,luò
heart,cœur,cuore,Herz,corazón,xīn
am,suis,Sono,Bin,soy,shì
present,présent,presente,gegenwärtig,presente,mùqián
heavy,lourd,pesante,schwer,pesado,zhòng
dance,danse,danza,tanzen,bailar,tiàowǔ
engine,moteur,motore,Motor,motor,fādòngjī
position,position,posizione,Position,posición,wèizhì
arm,bras,braccio,Arm,brazo,shǒubì
wide,large,Largo,breit,ancho,kuān
sail,naviguer,vela,Segel,navegar,fān
material,matériel,Materiale,Material,material,cáiliào
size,taille,misurare,Größe,tamaño,dàxiǎo
vary,varier,variare,variieren,variar,bùtóng
settle,régler,fissare,siedeln,asentarse,jiějué
speak,parler,parlare,sprechen,hablar,shuō
weight,poids,peso,Gewicht,peso,zhòngliàng
general,général,generale,allgemein,general,chángguī
ice,glace,ghiaccio,Eis,hielo,bīng
matter,matière,questione,Gegenstand,asunto,shì
circle,cercle,cerchio,Kreis,círculo,quān
pair,paire,paio,Paar,par,shuāng
include,inclure,includere,enthalten,incluir,bāokuò
divide,diviser,dividere,teilen,dividir,fēn
syllable,syllabe,sillaba,Silbe,sílaba,yīnjié
felt,feutre,sentito,gefühlt,sintió,zhān
perhaps,peut-être,Forse,vielleicht,tal vez,yěxǔ
pick,prendre,scegliere,wählen,elegir,zhāi
